id,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10
0016295405bec6fc,ball,baseball player,baseball,baseball bat,baseball game,baseball glove,bat,batter,catch,catcher
00165f9e139aedaf,building,car,city,city street,drive,man,road,sign,street corner,street scene
0016bd822c0a9511,back,bumper,camper,car,parking lot,green,license plate,park,recreational vehicle,schooner
0017b3722e2579fe,smartphone,pillar,conversation,table,dinner,dinning table,gathering,person,man,phone
0017b872c4ad04c7,child,computer,computer screen,girl,laptop,play,screen,stare,,
0017c0c45277ee1a,black,building,bulletin board,climb,draw,ladder,man,photo,poster,sign
0017fde4b397259a,army,battle,birch tree,conflict,trench,gun,person,illustration,image,man
00184da8d21e6c33,pillar,concert hall,hall,person,man,projection screen,projector,screen,speaker,spectator
0018b38d7afbb037,balloon,business suit,deliver,footstall,give,speech,man,podium,presentation,projection screen
0018e004f5cac5e0,back,brake light,bumper,car,fender,headlight,license plate,rear,rear light,red
001940ecf2a6f9eb,black,blanket,writing,,,,,,,
001949358c06aeb2,ball,basketball,basketball game,basketball hoop,basketball player,basketball team,dunk,man,play,
00194949204a98ef,attach,blanket,wall,building,bulletin board,ceiling,hang,poster,red,reel
0019b1bd14387254,bulletin board,person,man,pose,poster,smile,stall,stand,,
001a7cbe1d4e025e,catch,classroom,girl,paper,student,room,shirt,stand,woman,
001b13d0431888a2,alcohol,beverage,bottle,brandy,liquor,counter top,table,kitchen counter,liquid,sit
001b616c9bd209ff,blanket,book,folder,CD,copy,table,DVD,record,,
001bc9f141c3df42,alcohol,beer,beer bottle,beverage,bottle,can,coke,condiment,liquor,cup
001bebecea382500,taxi,car,car show,pillar,convention,display,headlight,license plate,park,mall
001ccd20db4c2295,baseball hat,catch,hip hop artist,man,pose,rapper,running shoe,shoe,stand,
001cdd25e148cd36,car,curb,drive,green,license plate,police,police car,road,traffic light,
001ce300279f1a81,wall,building,can,doodle,draw,face,mural,street art,street sign,
001ce802c60d8ea1,ball,blue,boy,chase,field,football,football match,football field,football game,football player
001d028a021c9c00,advertisement,barber,barber shop,cigarette,man,photo,stool,woman,,
001ddeda193f5789,blanket,snowstorm,car,license plate,park,snow,,,,
001e5ad725a4c7c3,board game,child,table,person,play,stool,string,,,
001e61e36acec4cc,couch,floor,person,man,pillow,sit,woman,,,
001e68b987a389d5,car,engine,equipment,fire truck,license plate,motor,tire,yellow,,
001e77be67b2e99c,attach,wall,computer,computer desk,keyboard,computer monitor,table,electronic,monitor,mouse
001ef6050a0a97a6,bag,beverage,bottle,can,cereal,chip,coffee,container,counter top,table
001f5618a7b33d88,attach,clock,doll,figurine,peak,pole,sculpture,sky,star,
001f581f2f2db648,attach,folder,smartphone,table,electronic,envelope,pen,phone,,
00205b05bcd4257a,catch,smartphone,computer,hand,person,phone,screen,writing,,
0020b616878d2bf2,back,basket,taxi,car,cooler,crate,donut,fill,food,load
00211783004d27f6,car,engine,hood,motor,tank,,,,,
00211cd710311b87,assembly,catch,crowd,demonstration,person,man,march,placard,protest,protester
0021364dbb9756ff,box,boy,cardboard box,carpet,child,floor,play,sit,toddler,toy
002142c669f5b1b7,ankle,blue,brace,dress,girl,skate,knee pad,portrait,pose,roller skate
00214a12ff8112fb,ceiling,pillar,department store,pole,retail,shopper,mall,sign,signage,store
0021804a9f9d5db6,black,car,curb,license plate,park,pavement,road,sedan,suv,
0021af0b921af690,ambulance,building,car,curb,emergency vehicle,police van,park,road,van,vehicle
0022933cdceee189,car,dashboard,electronic,gauge,speedometer,,,,,
0023199523656671,bottle,box,cosmetic,perfume,,,,,,
002452a1969ae6a7,blue,cloth,cup,table,line,liquid,row,tablecloth,test tube,wine glass
0024646120c939de,actor,appear,cinema,comedy,drama,movie poster,poster,star,,
00247a79c7cb58a2,blanket,cinema,cup,glasses,goggles,hat,man,movie poster,poster,poster page
0024fa464b466993,author,envelope,person,letter,man,photo,politician,portrait,signature,
0025288e6192dc18,decker bus,lego,miniature,model,red,toy,train car,train track,,
002550d790ed010c,attach,clock,bell tower,building,footstall,gold,pole,sky,,
00258c26da641378,clock,brick building,building,pillar,hang,office building,sign,stone building,,
00259130671bd32b,archway,clock,bell tower,building,chimney,peak,pole,tower,sky,steam
00263823ccb13e72,person,man,projection screen,screen,stand,tennis player,,,,
00264fb0bf48ff9a,boy,child,cone,football field,man,pose,stadium,stand,traffic cone,woman
0026652e5ce138ff,bottle,color,hand,lipstick,nail polish,pink,,,,
0026f46000c19b0a,blanket,book,journal,note,stone,sign,writing,,,
002790511b9920a5,dance,dancer,dress,person,man,perform,photo,sword,woman,
0027b41fcd4fa63d,bottle,table,gathering,person,man,office supply,room,stand,job,
0027bf6a5d8c382d,blue,car,car show,hood,key,license plate,open,park,sedan,
0027c1c20a989257,car,drive,headlight,person,license plate,neon,neon light,night,night view,road
0027c29d6d10d65a,blanket,building,doodle,person,pedestrian,road,stand,street corner,street sign,urban
0027cc0afe9b2a05,bin,bulletin board,carpet,pillar,container,convenience store,pharmacy,floor,floor mat,footstall
0028a855a27cf5ce,attach,bathroom,bathroom accessory,toilet paper,bottle,roll,can,hang,napkin,package
0028cfeb1d0ec7ce,boy,catch,child,girl,stand,umbrella,,,,
0028f4e42f29ff21,number,neckband,polo,polo shirt,red,shirt,t-shirt,white,,
002901d9d194c4fb,blue,bumper,car,car show,classic,curb,flag,license plate,park,pavement
00295689562e67a7,armchair,board game,child,table,girl,play,sit,smile,string,toy
00295fe2b9988a90,boy,child,city square,footstall,fountain,girl,play,plaza,red,mall
0029951a71460d1c,blanket,wall,bush,graveyard,flower,grave,gravestone,greenery,hedge,ivy
00299661bf57253d,alarm clock,clock,table,sit,wall clock,white,,,,
0029cb5bf907f89e,ambulance,building,car,curb,garage door,license plate,police van,park,police car,police station
0029d81d0f4ac3d0,catch,shirt,t shirt,t-shirt,white,writing,,,,
002a1fb97133ae95,computer,table,laptop,mark,owl,pen,sign,sit,writing,
002a41de49c574f5,canopy,carnival,crowd,crowded,fair,festival,collect,gathering,person,outdoor
002a76c5142a4b1c,billboard,building,person,poster,road,street scene,walk,,,
002a7f5f38b19e2f,computer,meeting,conference hall,table,give,person,laptop,speech,man,presentation
002a8796056e1bf5,blood,box,christmas,christmas tree,table,red,stool,,,
002b62079277c846,black,cloth,table,dial,strap,surface,watch,,,
002b637b560edcc3,alcohol,battery,beer,beer can,beverage,bottle,can,coke,couch,pad
002b6c5e434980df,smartphone,icon,phone,screen,,,,,,
002c889f155ecfeb,building,chapel,church,retail,sign,store,white,,,
002cc8bb1d50cde0,building,car,garage,hillside,home,house,house exterior,postcard,tree,white
002ce32086fb7258,building,doodle,garage door,parking sign,shutter,sign,street sign,warning sign,writing,
002d7d220a042075,advertisement,alcohol,beer,beer bottle,beverage,bottle,building,bulletin board,poster,sign
002dd4662cbb4ba2,blue,highway,parking sign,pole,road,road sign,roadside,rural,sign,street sign
002e3dbb6a9cb03c,arena,athletic,bleacher,ceiling,court,person,indoor,man,mat,racket
002ed4b2e22b51e6,building,bus,bus station,bus stop,city bus,curb,park,road,tour bus,trolley
002f860e692757f7,arm,boy,car,classic,cross,hood,lean,license plate,park,pose
003084a19c441534,can,coconut,color,container,table,dough,flour,grain,grinder,measuring tape
00311da3fafdc55a,building,city,crowd,crowded,person,photo,postcard,stand,street scene,
0031abbb357b6fa1,black,boardwalk,deck,floor,photo,plank,white,wood floor,writing,
0031bff54b02c9c1,blanket,bookshelf,cloth,table,display,doll,footstall,pink,stall,tablecloth
00325fc8496cde98,advertisement,gun,man,poster,rifle,,,,,
00326537f57449d0,alcohol,beer,beverage,bottle,liquor,wine,label,whiskey,wine bottle,
0032a741dee9449b,alcohol,beer bottle,beverage,bottle,can,catch,smartphone,cigarette,liquor,ear
0032d6fe69014669,alcohol,beer bottle,beverage,bottle,wine,wine bottle,wine glass,yellow,,
0034b21c3eae565d,bin,can,cement,container,curb,floor,grass,lid,pavement,plastic
0034d9db4b18a474,bulletin board,man,poster,sign,,,,,,
0034f52bcd0a54be,electronic,measuring tape,meter,miniature,paper,pen,ruler,scale,screwdriver,sheet
0034f7f4d1a6f9e2,meeting,conference hall,meeting room,table,give,person,individual,speech,man,podium
00351a1451e059a5,graveyard,grave,gravestone,monument,tomb,tree,,,,
0035c3d72f2715d3,boy,bulletin board,group photo,man,photo,pose,selfie,stand,team photo,
003679d4dc2e6856,ball,baseball player,baseball,baseball bat,baseball game,baseball glove,bat,batter,catch,catcher
0036b3607d3b7358,alcohol,beer,beer bottle,beverage,bottle,can,coke,table,drink,kitchen counter
0037aba41ecc724d,bulletin board,business suit,cocktail dress,person,instrument,lecture hall,man,microphone,sing,speaker
0037d767f56bf167,catch,certificate,check,computer,computer screen,envelope,laugh,receive,smile,stand
0037ff28a4dfff25,car,classic,convertible,curb,hood,open,park,pick up,red,store
0038158cb6a95317,alcohol,beverage,bottle,box,bulletin board,champagne,liquor,table,drink,gin
0038c797a3708652,carpet,event,person,man,photo,pose,stand,woman,,
003907512c0624c9,wall,bulletin board,frame,hang,man,photo,photo frame,picture frame,plaque,sign
003a2b5030034d00,building,door,doorway,elevator,entrance,glass door,screen door,,,
003a8ae2ef43b901,attach,back,battery,camera,lens,phone,video camera,,,
003a9640bb92c0c9,beverage,coffee,coffee cup,cup,paper cup,image,photo,,,
003aed6b07578bf1,building,car,corner,crowd,curb,person,line,retail,road,stand
003af0ec415e7b9a,flyer,poster,sign,text,yellow,,,,,
003b73b07cfb6d58,bulletin board,buy,ceiling,pillar,customer,food,food stand,man,pastry,product
003bed7fa4de9fd9,alley,building,lamp,taxi,car,city,city street,crowded,person,lamp post
003c0cac1ea19d3e,casino,chip,table,man,play,poker table,shirt,sit,poker,trophy
003c79998bb42640,bell tower,black,building,bus,car,park,photo,postcard,road,street scene
003ceac72cb29c12,alcohol,beer,beer glass,beverage,bulletin board,cigarette,table,drink,hand,person
003d25460307a847,animal,bulletin board,catch,doll,figurine,person,man,photo,room,stand
003d7090ca7e9fc9,alcohol,barrel,beer,beer bottle,beverage,bin,bottle,can,champagne,container
003df657f0316e11,hillside,lush,mark,pole,road sign,sign,street sign,traffic sign,,
003df8cf2effae50,ambulance,bus,city bus,cloudy,minibus,sea,park,shoreline,tour bus,van
003e8ba237cc7842,car,city,city street,crowded,person,moped,motorbike,motorcycle,night,night view
003edf91acea710b,calculator,table,lego,miniature,phone,toy,,,,
003ef1b57db7ce3d,bin,cartoon,person,illustration,man,politician,,,,
003ef4b48082cec9,author,blanket,book,book cover,copy,fiction,hardback book,open,paperback book,
003f3bfa30c1a41c,bloom,blossom,branch,cherry blossom,flower,pink,tree,twig,,
003f4abfabbfe188,barrier,car,cone,curb,gas station,license plate,parking sign,pole,seesaw,sign
003faed0bbb2129e,ball,boy,chase,field,football,football match,football field,football game,football player,game
00406d1a5405c5a6,blanket,draw,hand,girl,green,person,poster,shirt,stand,woman
0040a7bee9e9acf0,blanket,book,copy,table,fiction,hardback book,sit,,,
0040aa9c1660068e,blue,building,car,green,passenger train,rail,railroad,teal,track,train
0040f82025f05b6c,bible,book,open,paperback book,writing,,,,,
00415a985d812ecd,album,album cover,astronaut,blanket,CD,cinema,DVD,movie poster,poster,record
0041761f98d08f66,beverage,coffee,coffee cup,coke,cup,table,paper cup,drink,laptop,lid
0042e31fe2bbe16f,pillar,hotel lobby,person,individual,hallway,man,phone,photo,selfie,stand
0043d22a2fda508c,alcohol,bar,beer,beverage,club,crowded,drink,person,man,party
0044daa150229eea,conference hall,cube,curtain,give,person,speech,lecture hall,man,podium,presentation
00453fcb4e869350,couple,dinning table,girl,hug,living room,man,record player,record,room,stand
00458395ec2ae964,boat,building,canal,rowboat,person,park,stone building,tree,water,waterway
00459f3bf70283d3,blade,kitchen knife,floor,handle,knife,tile wall,tool,,,
0045f0e526dcf63b,pillar,conference hall,footstall,give,speech,man,podium,presentation,projection screen,projector
004629d0dcad55df,barista,coffee,coffee machine,coffee shop,dispenser,espresso,home appliance,machine,,
00462a09546c3df2,athlete,athletic,finish line,goggles,jog,man,muscle,race,race track,red
004636433aa3ef48,alcohol,beer,beer bottle,beer can,beverage,bottle,can,carpet,counter top,drink
00466f2d1b617884,man,motor,paper,typewriter,,,,,,
0046c3d8bf9d64fd,attach,black,camera,camera lens,counter top,table,film camera,lens,sit,table top
0046c69cb87e655c,bulletin board,computer,computer screen,table,earphone,equipment,person,individual,laptop,office
004720f5d7bd7edf,fish,fishing,fishing pole,man,mountain,pole,sign,traffic sign,warning sign,water
0047736a8da735f0,baseball glove,boxer,boxing,boxing glove,boxing ring,fight,man,muscle,professional,punch
0047fb2e2908c12d,computer,table,hand,give,laptop,speech,man,microphone,presentation,projection screen
004829b39a65de73,classroom,conference hall,give,green,person,speech,lecture hall,lecture room,man,presentation
0048ed25da02e036,building,cloudy,motel,pole,sign,sky,street sign,,,
00490f30dfd43495,ambulance,car,curb,emergency vehicle,license plate,police van,park,police car,road,white
00493f6c61b373d3,canopy,car,car show,convertible,grass,headlight,license plate,lush,park,pink
004980443377ed4c,alcohol,beer,beer bottle,beverage,bottle,cloth,table,green,sit,tablecloth
0049c1a1fe79f581,barbecue,barbecue grill,blanket,can,condiment,cook,foil,food,grill,meat
004a50da6f30492e,advertisement,bookstore,display window,man,poster,shop window,sign,store,storefront,window
004a6f5dd8925a23,black,hand,khaki,man,necklace,shirt,short,stand,t shirt,wear
004abd1e49165b1c,blanket,car,curb,flood,license plate,park,red,road,sedan,snow
004b1e697e3ffdf9,blue,building,bus,bus stop,city bus,city street,curb,drive,person,license plate
004b75d1299e653c,taxi,car,emergency vehicle,fire truck,grass,license plate,park,police car,,
004c0c8daa5eebda,apron,blanket,book,book cover,copy,fiction,food,,,
004c1766c10578cd,baseball player,baseball,baseball game,baseball glove,baseball pitcher,baseball uniform,catch,field,game,man
004c316ee7c0a3fc,baseball hat,carry,catch,forehead,head,man,muscle,sea,red,stand
004c5108977ac0d8,person,image,man,portrait,woman,,,,,
004cada0dea66c27,blanket,poster,,,,,,,,
004d0744b999e29e,table,electronic,floor,gadget,girl,mouse,speaker,woman,,
004de6286016d7fa,album,blanket,flyer,poster,,,,,,
004e59f30392a1cc,back,black,man,shirt,stand,sweatshirt,wear,writing,,
004e627c688b6000,alley,blanket,wall,building,bush,doodle,floor,tree,warehouse,weed
004ee60e0f1dc6f2,ball,baseball player,baseball,baseball glove,baseball pitcher,baseball uniform,boy,child,mound,pitch
004f1ec7d27bb12d,box,cardboard,cardboard box,cart,transporter,crate,person,man,package,palette
004f345ce26e9d2e,airliner,plane,car,convertible,model car,pick up,raceway,red,tarmac,
00507b5d6fdd6468,smartphone,computer,table,iphone,phone,sit,surface,,,
0050b38009326935,building,city,city street,crowded,person,neon,neon light,night,night view,road
0050f1943a5a1a89,blanket,folder,bulletin board,canopy,table,display,food stand,poster,sign,stall
00510a8d1b746d21,ambulance,car,emergency,emergency service,emergency vehicle,police van,paramedic,park,,
00515166eb5254d4,attach,building,hang,neon light,pole,sign,signage,sky,street sign,theater
00516bf08cf0cdeb,building,car,pillar,drive,exit,move,overpass,parking garage,pole,red
0051a014205dd1f6,blanket,book,book cover,CD,fiction,lay,paperback book,pen,tennis racket,
0051b21e3959ff77,wall,bulletin board,frame,plaque,sign,writing,,,,
005270c5d6e6b6d6,black,building,car,city street,corner,park,pick up,road,traffic light,store
0052c92026c934e5,athlete,athletic,competitor,finish line,person,man,meet,meter,pole,race
00532432aafd3fb7,bar,building,flower box,road,storefront,street corner,street sign,traffic sign,window box,
0053860714da4340,ambulance,building,ceiling,emergency,emergency vehicle,equipment,fire station,floor,garage,park
0053a650ec50c21f,trench coat,building,taxi,city,city street,cross,crowded,food,food truck,person
005434409d2a7602,black,doorway,man,room,shirt,stand,t shirt,t-shirt,wear,
00545ded62f5d8e0,attach,point,pole,post,sign,sticker,street sign,telegraph pole,white,writing
00548dfc8ec76f5d,bicycle,bus,bus stop,city bus,city street,person,park,pavement,road,street corner
0054b16219469dd7,celebrate,football match,football field,football game,football player,football team,game,goal,huddle,man
0054c91397f2fe05,brown,smartphone,table,flip,lay,phone,surface,,,
0054d8bdd83c2537,building,pillar,crowded,person,neon light,night,night view,mall,sign,stand
0054eaf0da3320f6,beer,beverage,bottle,can,coke,container,drink,red,soda,
005526b210837e4d,air field,plane,airport runway,biplane,cement,floor,land,park,propeller,raceway
005579186e95c20a,computer,conversation,table,food,laptop,man,produce,sit,stall,stand
0055f3b771d53fe2,building,bulletin board,pillar,pharmacy,footstall,green,information desk,neon light,office supply,post office
00560c3045b4f1d5,blanket,book,copy,journal,green,hardback book,,,,
005635e119b9f32f,air field,plane,black,cloudy,dirt field,field,floor,land,photo,plain
00565e236c7c8f5f,beverage,bottle,box,case,coke,display,drink,green,liquid,showcase
005678cab46fcec5,block,cube,die,number,domino,hand,game,person,push,
005692cba860a493,car,dashboard,electronic,radar,radio,stop watch,,,,
0056b6f30e44474e,app,smartphone,electronic,gadget,image,website,iphone,ipod,phone,screenshot
00577aade86fc041,airliner,plane,airport,airport runway,blue,taxi,floor,jet,land,raceway
0057a54eb95ccae6,building,city,lamp post,parking sign,point,pole,road sign,sign,street corner,street sign
0057ab1c0a3e8a8f,bulletin board,catch,check,dressing room,man,read,stand,stool,trophy,
0057ab2abc09c62f,album,banjo,CD,instrument,music,,,,,
0058241de1f2e430,baseball player,baseball,baseball glove,baseball uniform,field,green,man,mound,pitcher,stand
0058928240fe1561,award,bulletin board,catch,certificate,man,plaque,pose,receive,sign,stand
00594e9c5e6d67b6,board,wall,bulletin board,girl,mark,screen,stand,whiteboard,woman,write
0059b3476be49c49,alcohol,bar,beer,bottle,lamp,liquor,pint,sign,,
0059b85f053a2e64,blanket,dance,dress,postcard,poster,woman,,,,
005a2a34b7a0e507,alley,ball,bowling,bowling alley,bowling ball,bulletin board,catch,couple,driveway,man
005a39553e6667f5,building,parking sign,pole,sign,street sign,yellow,,,,
005b47528e6a32cb,back,badge,shield,hammer,jacket,leather jacket,plaque,tool,,
005b5a0dc34354c9,alcohol,author,blanket,book,bottle,copy,fiction,paperback book,,
005b871dd8c27687,ball,baseball player,baseball,baseball bat,baseball game,baseball glove,baseball uniform,bat,batter,boy
005b92c904f041ae,barricade,barrier,canopy,cart,person,park,pavement,pink,pole,ramp
005c21872cd3bb1d,car,ferry,license plate,park,ramp,sign,street sign,,,
005c731182304792,green,pole,road sign,sign,sky,street sign,traffic sign,,,
005c774042747f13,bathroom,wall,doodle,mark,sign,tile wall,white,write,writing,
005c9476aa2077c2,computer,keyboard,computer monitor,computer screen,table,desktop,image,ipad,key,monitor
005cb9e795fa91de,catch,smartphone,hand,person,iphone,ipod,phone,screen,,
005cdc41f47be514,billboard,building,taxi,car,city,city street,crowded,fill,illuminate,neon
005cfe0addc5fc40,shed,canopy,person,man,medal,race,shelter,stall,stand,
005d6523f6f0aa2f,catch,smartphone,hand,flip,person,man,phone,selfie,,
005d71de0834bd7e,baby,box,boy,carpet,child,floor,play,sit,toddler,toy
005d84edc1ceb560,animal,baseball uniform,brown,chihuahua,dog,dress,leash,neckband,red,shirt
005dcb144a2374c9,attach,camera,camera lens,cloth,lens,mouse,,,,
005e0e8e16d795b4,app icon,catch,smartphone,computer,hand,person,icon,iphone,phone,screen
005ec5c4b32ca609,car,exit,highway,overpass,road,road sign,sign,street sign,traffic sign,
005ee32ead922002,plane,floor,glider,grass,kit,lay,lush,stand,toy,
005eedab56bc6981,bureau,container,crate,table,drawer,equipment,file,file cabinet,peak,picnic table
005f1823c01ab91e,alcohol,beer,beer bottle,beer can,beverage,bottle,table,green,writing,
005f5c5572d3f0cc,alcohol,beer,beverage,table,electronic,key,office supply,peak,pen,pencil
0060bd3d509fba0f,attach,wall,building,bulletin board,hang,man,plaque,pole,red,sign
00613913be1b88d2,baseball player,baseball hat,baseball team,baseball uniform,man,pitcher,shake,smile,stand,talk
00618561e219c7f8,christmas,christmas ball,christmas ornament,christmas tree,decorate,hang,ornament,photo,reflection,selfie
0061dd442c6d9467,baseball player,baseball glove,baseball uniform,field,man,run,walk,,,
00629079b8556680,blanket,building,driveway,fence,floor,garage,house,license plate,park,pick up
0062d9a5fb4913ce,corner,green,intersection,pole,road sign,stop sign,street corner,street sign,traffic sign,
006371ab5d547d81,flat,football game,game,play,pole,stand,television,video game,,
00638b89f1c6c142,paper,writing,,,,,,,,
0063cc2c5f7d82ed,blue,building,taxi,car,curb,green,license plate,minivan,park,suv
0064880cfb7b82ac,building,pillar,corner,glass building,intersection,office building,pole,road,stop light,traffic light
006500d2b983306e,advertisement,billboard,building,city,pass,poster,urban,,,
00659725b6fc87d5,ball,basketball game,court,game,girl,gym,play,player,referee,volleyball
0065bfca13dd4b6b,beverage,bottle,display,drink,flavor,juice,lemonade,liquid,orange juice,shelf
0066511fff0f1419,black,bus,taxi,car,city street,decker bus,drive,license plate,man,red
006670be1d10e0b3,path,golf course,grass,mark,park,pavement,plaque,sign,street sign,
0066ea5c6b26c5e2,arm,backdrop,dance,hand,person,man,pose,stage,stand,wood wall
00672399e1e9e074,clock,close-up,dial,gauge,needle,red,ruler,scale,thermometer,
006807670831da4d,black,plaque,sign,writing,,,,,,
00682742582c3ae9,board,wall,bulletin board,mark,pen,whiteboard,writing,,,
00685bc495504d61,air field,airliner,plane,airport,airport runway,building,jet,park,raceway,tail
00685d2d846c9052,brick building,building,corner,office building,street corner,,,,,
00687364c5c2f57e,bin,bus,curb,drive,license plate,park,school bus,stop sign,yellow,
0068742ad35c2586,ambulance,building,city street,construction worker,emergency,emergency service,fire truck,fireman,person,ladder
006881240855f4a9,catch,smartphone,pillar,girl,phone,pose,stand,woman,,
00689c649b17c484,black,keyboard,key,mouse,toy,,,,,
0069bac022daedf4,ambulance,bus,car,city bus,construction worker,decker bus,green,person,load,man
0069ec40a8a43caa,actor,appear,cigarette,cinema,direct,horror film,movie poster,poster,star,woman
0069ee6a94eca6d8,beak,cheer,eagle,fan,greet,huddle,man,match,shake,stand
0069f56c0a0c1709,album,person,image,man,poster,text,writing,,,
006aad90e11a5d73,catch,smartphone,hand,person,phone,screen,text,text message,yellow,
006af52d76f913db,smartphone,phone,,,,,,,,
006b842efa5ea895,catch,hand,give,gray,speech,man,presentation,projector,screen,shirt
006b9f2a7fd32e6b,beverage,boy,coffee,coffee cup,cup,table,paper cup,drink,sit,smile
006c36098228cd2c,road sign,sign,street sign,,,,,,,
006c3e319fe1880f,daisy,field,flower,frame,grass,grassland,pasture,photo,plain,wild
006cd1e731a9f6be,building,city,city street,cross,dusk,person,intersection,neon,neon light,road
006d10667d17b924,convention,event,person,leader,speech,man,projection screen,projector,screen,speaker
006d2faf17385144,billboard,building,city street,retail,road,signage,stop light,traffic light,street corner,street scene
006d7a5a2009230f,appliance,blender,bulletin board,coffee machine,cook,equipment,food,home appliance,kitchen counter,kitchenware
006da1281d1bf763,board game,card game,table,game,game board,miniature,toy,,,
006f378c1ca56fd9,arm,shield,crest,crown,cup,glass window,leader,man,plaque,stain
006f4870f0a038de,actor,award,carpet,dress,gown,pink,red,wear,woman,
