id,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10
11079715,band,bass guitar,concert,guitar,guitarist,instrument,man,perform,play,rock band
110802332,game,goal,hockey,hockey game,hockey player,hockey stick,ice hockey player,rink,net,play
110820212,basement,bend,cement,construction worker,coverall,equipment,factory,floor,grind,machine
110964272,beach,coast,dog,person,kite,man,sea,sand,shoreline,sky
110983128,apron,baseball hat,bulletin board,pillar,curb,floor,hat,man,overall,pole
1110208841,brown,canopy,catch,CD,crowd,dog,floor,frisbee,jump,person
111061041,couple,court,fence,game,person,man,play,racket,stand,swing
111069375,amphitheater,crowd,crowded,entertainer,person,juggle,man,perform,plaza,spectator
111201721,boy,chase,child,path,green,lush,play,shirt,walk,
1112212364,baby,beach,boy,child,floor,hammer,sea,teething ring,pebble,play
1112334131,baseball hat,bite,boy,catch,child,eat,food,goggles,ice cream cone,laugh
111285749,building,crowded,hang,person,man,moped,motorbike,motorcycle,poster,scooter
11131022,swimwear,beach,bend,boy,child,coast,cowboy hat,father,grandfather,hat
1113186657,swimwear,boy,child,girl,goggles,green,learn,life jacket,pool,swim
111390902,city,city street,crowded,person,man,moped,motorbike,motorcycle,motorcyclist,ride
111413806,alcohol,beer,beer bottle,beverage,board game,bottle,card,card game,table,dinning table
111419142,alcohol,beer,beverage,bottle,table,plate,drink,food,collect,gathering
111497985,bend,cliff,climb,climber,hill,hillside,ledge,man,mountain,peak
111537217,wall,cliff,climb,climber,rope,khaki,man,stone,rock climber,rock climbing
111537222,bicycle helmet,climb,climber,rope,floor,gear,helmet,man,stone,rock climber
1115565519,swimwear,bend,child,girl,mud,play,ponytail,puddle,shirt,spray
1115679311,beach,black,seawall,coast,lay,sea,relax,sand,shoreline,water
111671162,canteen,ceiling,pillar,crowded,table,dining room,dinning table,restaurant,food,person
111737806,cave,climb,girl,hole,pant,pants,red,stone,shirt,stand
111766423,bird,bird feeder,black,catch,hand,food,person,perch,seed,sunflower seed
111796099,ball,catch,court,game,person,play,racket,swing,swinge,tennis
1117972841,brown,dog,dust,floor,lay,sand,tail,,,
111811048,building,city,city skyline,city view,construction site,construction worker,profile,crane,man,railroad
1118168796,camper,campsite,man,recreational vehicle,schooner,stand,telescope,tripod,,
1118557877,swimwear,boy,child,laugh,sea,play,shirtless,splash,spray,stand
1118752484,cross,Golden Gate Bridge,person,man,red,road,scarf,shawl,walk,woman
1119015538,brown,chase,chihuahua,dog,ear,grass,green,lay,lush,tan
1119034454,boat,boat house,canal,path,jog,legging,narrow,pavement,run,waterway
111908743,athletic,balance,barrier,blue,boy,flip,gymnast,handstand,jump,hurdle
1119418776,black,chase,dog,field,grass,grassy,green,lush,open,run
1119463452,swimwear,child,girl,goggles,house exterior,pink,pool,smile,swim,swimming pool
